,cases,deaths,recovered,hospitalized,transmission_rate,mutation_count,severity_level,case_fatality_rate,hospitalized_rate,recovery_rate,variant_prevalence,mutation_transmission_ratio,mutation_transmission_interaction,variant_Beta,variant_Delta,variant_Epsilon,variant_Gamma,variant_Lambda,variant_Mu,variant_Omicron,variant_Theta,variant_Zeta
153,2759,2871,91961,5892,1.46,11,Moderate,104.05944182674882,213.55563610003622,3333.127944907575,0.05448198767036483,7.534246575342466,16.06,0,0,1,0,0,0,0,0,0
881,27847,1596,85599,163,1.64,7,Mild,5.731317556648831,0.5853413294071175,307.39038316515246,0.5498948570701881,4.2682926829268295,11.479999999999999,0,0,0,0,1,0,0,0,0
519,71949,4027,88685,200,2.78,12,Severe,5.597020111467845,0.2779746765069702,123.26092093010325,1.7551233482218,4.316546762589929,33.36,0,0,0,0,0,0,0,0,1
672,19437,1096,86260,2420,2.58,1,Moderate,5.638730256726862,12.45048104131296,443.7927663734115,0.38382254235189595,0.38759689922480617,2.58,0,0,0,0,0,0,1,0,0
741,96258,1853,82113,5335,2.85,2,Moderate,1.9250348023021464,5.542396476137049,85.30511749672755,1.9008072378303649,0.7017543859649122,5.7,0,0,1,0,0,0,0,0,0
429,31805,1177,49470,3349,2.29,16,Moderate,3.7006759943405125,10.529790913378399,155.54158151234083,0.628053504115967,6.986899563318778,36.64,1,0,0,0,0,0,0,0,0
900,61048,3978,69640,3711,1.27,16,Mild,6.516183986371379,6.078823221071943,114.07417114401784,1.3034793683736294,12.598425196850393,20.32,0,0,0,1,0,0,0,0,0
324,3928,2240,71138,5264,2.47,10,Mild,57.0264765784114,134.0122199592668,1811.048879837067,0.0775662368862606,4.048582995951417,24.700000000000003,1,0,0,0,0,0,0,0,0
708,15138,731,13911,1240,1.09,6,Severe,4.828907385387766,8.191306645527812,91.89456995640111,0.2989301664929259,5.504587155963303,6.540000000000001,1,0,0,0,0,0,0,0,0
496,5844,1629,69440,6050,2.07,16,Critical,27.874743326488705,103.52498288843258,1188.227241615332,0.1162675721902451,7.729468599033817,33.12,0,0,0,0,0,1,0,0,0
334,70548,4986,41003,2169,0.74,2,Severe,7.067528491240006,3.074502466405851,58.1207121392527,1.5063206408076073,2.7027027027027026,1.48,0,0,0,0,0,0,0,1,0
592,39075,86,66303,2071,1.93,2,Mild,0.2200895713371721,5.300063979526551,169.6813819577735,0.780979867408306,1.0362694300518136,3.86,0,0,0,1,0,0,0,0,0
597,3730,3310,6832,7961,2.18,7,Mild,88.73994638069705,213.43163538873995,183.16353887399464,0.07976635515017994,3.2110091743119265,15.260000000000002,0,0,0,0,0,0,0,0,1
293,6816,1903,76827,4549,0.63,16,Mild,27.919600938967136,66.7400234741784,1127.156690140845,0.14576071761491327,25.396825396825395,10.08,0,0,0,1,0,0,0,0,0
288,86025,2292,5748,1376,2.46,3,Mild,2.6643417611159546,1.5995350188898576,6.681778552746295,1.8367811011718889,1.2195121951219512,7.38,0,0,0,0,0,0,0,0,0
413,62168,3554,83998,3851,2.97,13,Severe,5.716767468794235,6.194505211684468,135.11452837472655,1.227631826564422,4.377104377104377,38.61,0,0,0,0,0,0,0,0,0
209,32862,2727,18124,9716,2.49,7,Moderate,8.29833850648165,29.566064147039135,55.151847118252086,0.7016599889184609,2.8112449799196786,17.43,0,0,0,1,0,0,0,0,0
852,46068,4460,80127,934,1.95,1,Severe,9.681340626899367,2.0274377007901365,173.93201354519405,0.9207467826427599,0.5128205128205129,1.95,0,1,0,0,0,0,0,0,0
203,95128,824,19742,4331,2.88,1,Mild,0.866201328736019,4.552813051887982,20.753090572702042,1.7795723324467396,0.3472222222222222,2.88,0,0,0,0,1,0,0,0,0
588,90868,661,89385,4008,1.73,2,Mild,0.7274287978166132,4.410793678742792,98.36796231896817,1.7896762145082574,1.1560693641618498,3.46,0,0,0,0,1,0,0,0,0
566,81632,2359,54836,7953,2.46,4,Critical,2.889798118384947,9.74250294002352,67.17463739709918,1.5271008393143162,1.6260162601626016,9.84,0,0,0,0,0,0,0,1,0
242,67680,271,41880,9743,2.56,18,Severe,0.4004137115839243,14.395685579196218,61.87943262411347,1.3478165193156166,7.03125,46.08,0,1,0,0,0,0,0,0,0
836,12280,4550,16713,4930,2.86,6,Moderate,37.05211726384365,40.14657980456026,136.09934853420197,0.2424932252961508,2.097902097902098,17.16,0,0,0,0,1,0,0,0,0
344,22307,4068,16310,7174,2.17,6,Mild,18.236428027076705,32.16030842336487,73.1160622226207,0.41730005907713213,2.7649769585253456,13.02,0,0,0,0,0,0,0,0,0
906,10393,3716,16759,6975,0.51,8,Mild,35.75483498508611,67.11247955354565,161.25276628499952,0.22225515524820916,15.686274509803921,4.08,0,0,0,0,0,0,0,0,1
303,68436,1567,49472,3570,2.55,2,Critical,2.289730551171898,5.216552691565843,72.28943830732362,1.4612258231886008,0.7843137254901962,5.1,0,0,0,0,0,0,1,0,0
907,55960,3414,9776,9354,1.53,6,Severe,6.100786275911365,16.715511079342388,17.46962115796998,1.365087806175095,3.9215686274509802,9.18,1,0,0,0,0,0,0,0,0
740,10450,3439,38801,9206,1.62,10,Critical,32.90909090909091,88.09569377990431,371.3014354066986,0.20886089864150478,6.172839506172839,16.200000000000003,0,1,0,0,0,0,0,0,0
406,70294,4314,48667,6018,1.51,2,Critical,6.137081400973056,8.561185876461717,69.2335049933138,1.3844642759017856,1.3245033112582782,3.02,0,0,0,1,0,0,0,0,0
294,86895,174,50298,8886,1.87,2,Critical,0.20024167098221993,10.226134990505782,57.883652684274125,1.7287937517918117,1.06951871657754,3.74,0,0,0,0,0,0,0,0,0
488,22952,60,4877,9174,1.88,16,Severe,0.2614151272220286,39.97037295224817,21.24869292436389,0.45204745868065244,8.51063829787234,30.08,0,1,0,0,0,0,0,0,0
89,29109,3619,1680,1311,1.91,13,Mild,12.432580988697655,4.503761723178398,5.771410903844172,0.5817925261775657,6.806282722513089,24.83,0,0,0,1,0,0,0,0,0
98,56015,3638,67031,8458,0.92,16,Moderate,6.494688922610015,15.099526912434168,119.66616084977237,1.1155133322911388,17.391304347826086,14.72,0,0,0,0,0,0,0,0,1
120,41914,979,9068,914,0.59,5,Severe,2.335735076585389,2.180655628191058,21.634775969843012,0.8963343189717539,8.474576271186441,2.9499999999999997,0,0,0,0,0,0,0,1,0
987,33970,2040,46171,1042,1.17,10,Critical,6.0052987930526935,3.0674124227259347,135.9169855755078,0.6507235252549497,8.547008547008547,11.7,0,0,0,0,0,0,1,0,0
438,7561,609,22603,1184,1.55,7,Critical,8.054490146805977,15.659304324824758,298.9419388969713,0.1448372262129136,4.516129032258064,10.85,0,1,0,0,0,0,0,0,0
663,92546,1776,94887,2128,2.8,4,Critical,1.9190456637780133,2.2993970565988806,102.5295528710047,2.257566406545396,1.4285714285714286,11.2,0,0,0,0,0,0,1,0,0
38,56581,1757,51984,4453,0.67,13,Severe,3.105282692069776,7.870133083543945,91.87536452165922,1.0838559841757525,19.402985074626866,8.71,1,0,0,0,0,0,0,0,0
666,99541,250,16022,7952,1.02,16,Critical,0.25115279131212265,7.988667986055997,16.095880089611317,1.9067904158788034,15.686274509803921,16.32,0,0,0,0,0,0,1,0,0
982,2304,2775,54528,152,2.02,18,Moderate,120.44270833333333,6.597222222222222,2366.666666666667,0.04537806486581663,8.910891089108912,36.36,0,0,0,1,0,0,0,0,0
298,85471,4160,8052,2271,1.31,8,Moderate,4.8671479215172395,2.6570415696552043,9.42073919809058,1.598917530343908,6.106870229007633,10.48,0,0,0,1,0,0,0,0,0
548,76218,822,21488,5575,1.37,15,Mild,1.0784853971502795,7.3145451205751915,28.192815345456452,1.4600190064139464,10.94890510948905,20.55,0,0,0,0,0,0,1,0,0
523,27834,2596,19144,3839,2.11,3,Severe,9.326722713228426,13.792484012358985,68.77919091758281,0.5496381460010635,1.4218009478672986,6.33,0,0,0,0,0,0,1,0,0
936,43891,89,89574,8757,2.06,16,Severe,0.20277505638969265,19.95169852589369,204.08284158483517,1.0706767137389404,7.766990291262136,32.96,0,0,0,0,0,0,0,0,1
542,2452,134,72105,2266,2.01,8,Critical,5.464926590538336,92.41435562805873,2940.660685154976,0.04697009372755775,3.9800995024875627,16.08,0,0,1,0,0,0,0,0,0
897,62361,3539,13716,5437,2.08,15,Moderate,5.675021247253893,8.718590144481327,21.994515803146196,1.1945766781991145,7.211538461538462,31.200000000000003,0,0,1,0,0,0,0,0,0
214,89809,341,16111,3450,2.83,10,Moderate,0.37969468538787876,3.841485819906691,17.9391820418889,1.6800690817079016,3.5335689045936394,28.3,0,0,0,0,0,0,0,0,1
227,66414,3613,25118,3271,2.85,2,Severe,5.440118047399645,4.925166380582407,37.82033908513265,1.3213200786178882,0.7017543859649122,5.7,0,0,0,0,0,1,0,0,0
11,65894,490,18864,5550,0.64,18,Moderate,0.7436185388654506,8.422618144292349,28.627796157465017,1.4091485807683533,28.125,11.52,0,0,1,0,0,0,0,0,0
487,8867,2250,46849,2230,1.62,18,Severe,25.374985902785607,25.149430472538626,528.3523175820458,0.18962152040660737,11.11111111111111,29.160000000000004,0,0,0,1,0,0,0,0,0
831,44860,3759,14909,3247,2.29,12,Mild,8.37940258582256,7.238074008024967,33.23450735621935,0.8933665640735604,5.240174672489083,27.48,0,0,0,0,0,0,0,0,0
642,6242,4236,79993,5593,1.31,5,Mild,67.86286446651714,89.60269144504966,1281.528356296059,0.12430660037777894,3.8167938931297707,6.550000000000001,0,0,0,0,0,0,0,0,0
171,15382,3180,39569,3864,2.81,19,Critical,20.673514497464566,25.120270445975816,257.24223117930046,0.28775314962677395,6.761565836298932,53.39,0,0,0,0,0,0,0,0,0
665,52019,4624,94333,155,1.06,14,Mild,8.889059766623733,0.2979680501355274,181.34335531248198,0.9731264523751887,13.20754716981132,14.84,0,0,0,0,0,0,1,0,0
676,376,504,12255,2578,0.91,18,Critical,134.04255319148936,685.6382978723404,3259.308510638298,0.008040790760447093,19.78021978021978,16.38,0,1,0,0,0,0,0,0,0
186,78710,3354,47624,4096,2.1,17,Moderate,4.261212044212933,5.203913098716809,60.50565366535383,1.5659515070318604,8.095238095238095,35.7,0,0,0,0,0,0,1,0,0
40,33791,2567,73243,1783,1.47,14,Moderate,7.596697345447012,5.2765529282945165,216.75298156313812,0.7226232994315631,9.523809523809524,20.58,0,0,0,0,0,0,0,0,1
430,38344,4916,75554,558,1.18,11,Mild,12.82078030461089,1.4552472355518464,197.04256206968495,0.819989576911126,9.322033898305085,12.979999999999999,0,1,0,0,0,0,0,0,0
46,16254,3823,33505,6729,2.63,1,Mild,23.520364218038637,41.39904023624954,206.13387473852592,0.32486364081521707,0.3802281368821293,2.63,1,0,0,0,0,0,0,0,0
117,55396,4422,14129,871,1.49,12,Critical,7.982525814138206,1.5723156906635858,25.505451657159362,1.0363004470631108,8.053691275167786,17.88,0,0,0,0,0,1,0,0,0
996,78357,861,71282,1651,2.17,18,Critical,1.0988169531758492,2.107022984545095,90.97081307349694,1.4658349723901394,8.294930875576037,39.06,0,0,0,0,0,0,0,1,0
968,64210,2654,40795,4285,1.35,10,Moderate,4.133312568135804,6.673415355863573,63.533717489487614,1.2011851344126352,7.4074074074074066,13.5,0,0,0,0,0,0,0,1,0
15,4235,1723,15880,1922,2.75,5,Severe,40.684769775678866,45.38370720188902,374.97048406139317,0.09056582146407831,1.8181818181818181,13.75,0,0,0,0,0,0,1,0,0
931,15293,1319,50783,1547,2.36,1,Mild,8.624861047538088,10.115739227097365,332.0669587392925,0.30455316238022645,0.42372881355932207,2.36,0,0,0,1,0,0,0,0,0
693,12966,4637,41793,6439,1.8,11,Critical,35.76276415239858,49.66065093320993,322.3276260990282,0.2591474078263876,6.111111111111111,19.8,0,0,0,0,0,0,0,0,1
69,43832,4714,62840,7355,1.51,11,Moderate,10.754699762730425,16.7799780981931,143.36557766015696,1.0692374681963326,7.28476821192053,16.61,0,0,0,0,0,0,0,0,1
553,70493,924,49078,1401,1.79,18,Severe,1.310768445093839,1.987431376165009,69.62109713021151,1.4089216581756552,10.05586592178771,32.22,0,0,0,0,0,0,0,0,0
759,16666,2448,7185,5408,2.95,18,Critical,14.688587543501741,32.44929797191888,43.11172446897876,0.32824254733233504,6.101694915254237,53.1,0,0,0,0,0,0,0,1,0
792,79663,857,8685,3654,0.55,17,Severe,1.0757817305398993,4.586821987622861,10.902175413931186,1.5921995950696834,30.909090909090907,9.350000000000001,0,0,0,1,0,0,0,0,0
796,58708,3877,58791,2575,2.47,11,Critical,6.603870000681337,4.386114328541256,100.1413776657355,1.1733785298990873,4.4534412955465585,27.17,0,0,0,0,0,0,1,0,0
820,96967,768,29042,6267,2.07,17,Moderate,0.7920220281126569,6.463023502841173,29.950395495374714,1.8139747535989723,8.212560386473431,35.19,0,0,0,0,0,0,0,1,0
34,25250,2645,46575,7018,2.64,17,Moderate,10.475247524752476,27.794059405940597,184.45544554455446,0.5399733156949179,6.4393939393939394,44.88,0,0,0,0,0,1,0,0,0
91,33966,3583,88109,5195,1.21,7,Severe,10.548784078195842,15.294706471177058,259.4035211682271,0.725232279946578,5.785123966942149,8.469999999999999,0,0,0,0,0,0,0,0,0
731,80907,1085,10118,5833,1.06,7,Critical,1.3410458921972142,7.20951215593212,12.505716439863052,1.5135381664837733,6.60377358490566,7.42,1,0,0,0,0,0,0,0,0
0,38091,232,15458,1476,1.27,10,Moderate,0.6090677587881651,3.874931086083327,40.58176472132525,0.7502152208349919,7.874015748031496,12.7,0,0,0,0,0,1,0,0,0
358,78379,2378,10427,7046,0.97,17,Severe,3.03397593743222,8.989652840684368,13.303308284106713,1.5014147537815044,17.52577319587629,16.49,0,0,0,0,1,0,0,0,0
274,31359,406,76434,4544,0.97,7,Moderate,1.2946841417137027,14.490257980165183,243.73863962498805,0.6007076546502788,7.216494845360825,6.79,0,0,0,1,0,0,0,0,0
515,53261,489,38134,5188,1.72,3,Critical,0.918120200521958,9.740710839075497,71.59835526933404,1.064511035650257,1.744186046511628,5.16,0,0,0,0,0,0,0,1,0
372,52993,4821,20366,7359,2.81,9,Critical,9.097427962183685,13.886739758081257,38.43149095163512,1.133259640341417,3.202846975088968,25.29,0,1,0,0,0,0,0,0,0
156,15137,2329,76524,9637,1.76,16,Critical,15.38613992204532,63.665191253220584,505.5427099160997,0.3692518606517587,9.090909090909092,28.16,0,0,0,0,0,0,0,0,0
457,68770,2101,53872,5084,1.61,17,Severe,3.055111240366439,7.392758470263196,78.33648393194707,1.3744845932608882,10.559006211180124,27.37,0,0,0,1,0,0,0,0,0
360,55384,139,7397,1068,1.09,5,Mild,0.2509750108334537,1.9283547594973278,13.355842842698252,1.090806746757113,4.587155963302752,5.45,0,1,0,0,0,0,0,0,0
346,99921,2566,56733,911,2.63,5,Mild,2.5680287427067383,0.9117202590046136,56.777854505059,1.9731405183075472,1.9011406844106464,13.149999999999999,0,0,0,1,0,0,0,0,0
225,59759,1849,13283,9652,2.29,1,Moderate,3.0940946133636777,16.151542027142355,22.227614250573136,1.4577605827236868,0.4366812227074236,2.29,0,0,0,0,0,0,0,1,0
441,17614,283,17419,4096,2.29,13,Mild,1.6066765073237197,23.254229590098785,98.89292608152606,0.3760890708054827,5.676855895196506,29.77,1,0,0,0,0,0,0,0,0
791,7116,370,70459,626,0.64,1,Mild,5.199550309162451,8.79707700955593,990.1489600899381,0.13631288212287967,1.5625,0.64,0,0,0,0,1,0,0,0,0
431,75064,4757,2512,7685,2.4,5,Moderate,6.337258872428861,10.23793029947778,3.3464776723862304,1.4822892071360148,2.0833333333333335,12.0,0,0,0,0,0,0,0,1,0
12,382,1072,18313,3902,0.94,15,Moderate,280.6282722513089,1021.4659685863875,4793.979057591623,0.008156354323134687,15.957446808510639,14.1,0,0,1,0,0,0,0,0,0
903,73116,1098,43348,7021,1.22,12,Moderate,1.501723289020187,9.602549373598118,59.28661305323048,1.3677908781765182,9.836065573770492,14.64,1,0,0,0,0,0,0,0,0
662,50976,192,68429,3789,0.54,14,Severe,0.3766478342749529,7.432909604519774,134.23768047708725,0.9536149106341457,25.925925925925924,7.5600000000000005,0,0,0,1,0,0,0,0,0
306,73969,4946,12442,5024,2.33,2,Mild,6.686584920710027,6.792034500939582,16.82055996430937,1.4169375460577973,0.8583690987124464,4.66,0,1,0,0,0,0,0,0,0
127,72006,3929,29487,8948,1.18,15,Critical,5.456489736966364,12.426742215926451,40.950754103824686,1.4219028648757843,12.711864406779661,17.7,0,0,0,0,0,0,1,0,0
216,63195,4059,28860,315,2.49,14,Critical,6.422976501305483,0.49845715642060295,45.66816995015429,1.2446470526021187,5.622489959839357,34.86,0,0,1,0,0,0,0,0,0
176,5175,4207,30726,2405,1.5,6,Mild,81.29468599033817,46.47342995169082,593.7391304347826,0.11066779836519604,4.0,9.0,0,0,0,0,0,0,0,0,0
925,24187,4529,50569,733,1.17,1,Moderate,18.72493488237483,3.0305536031752593,209.07512299995864,0.4812052992069573,0.8547008547008548,1.17,0,0,0,0,0,0,0,0,1
291,94005,560,55855,6681,0.64,18,Moderate,0.5957129939896815,7.10706877293761,59.41705228445295,2.010304615520822,28.125,11.52,0,0,0,1,0,0,0,0,0
819,5671,4487,86643,4744,0.89,14,Moderate,79.12184799858932,83.65367660024687,1527.825780285664,0.11169227684637419,15.730337078651685,12.46,0,0,0,1,0,0,0,0,0
371,79290,18,34078,4633,1.63,17,Critical,0.022701475595913734,5.8431075797704635,42.97893807541935,1.5616435604212675,10.429447852760736,27.709999999999997,0,0,0,0,1,0,0,0,0
888,96135,2902,43166,8106,1.67,1,Critical,3.0186716596452903,8.431892650959588,44.901440682373746,1.912625436774335,0.5988023952095809,1.67,1,0,0,0,0,0,0,0,0
994,26523,191,90075,4527,2.67,11,Critical,0.7201296987520266,17.0682049541907,339.6109037439204,0.5301069487721178,4.119850187265918,29.369999999999997,0,0,0,0,0,1,0,0,0
773,14843,3516,40180,3150,2.43,19,Severe,23.6879337061241,21.22212490736374,270.6999932628175,0.2966624228263976,7.818930041152263,46.17,0,0,1,0,0,0,0,0,0
887,90987,2258,33427,4378,0.63,17,Critical,2.4816732060624047,4.811676393330915,36.738215349445525,1.742931451055994,26.984126984126984,10.71,0,0,0,0,0,0,0,1,0
861,67155,4594,80215,1562,2.26,13,Moderate,6.8408904772541135,2.325962325962326,119.447546720274,1.2562776468070473,5.7522123893805315,29.379999999999995,0,0,1,0,0,0,0,0,0
762,38433,990,21734,6614,0.62,8,Moderate,2.5759113262040434,17.20916920354903,56.55036036739261,0.9375343040515982,12.903225806451614,4.96,0,0,0,0,0,0,0,1,0
755,61302,219,12034,3139,1.64,18,Severe,0.3572477243809337,5.120550716126717,19.630680891324918,1.2073637727449178,10.975609756097562,29.52,0,0,0,0,1,0,0,0,0
617,38735,4729,25603,5963,1.81,7,Critical,12.208596876210146,15.394346198528464,66.0978443268362,0.7628990202158885,3.867403314917127,12.67,1,0,0,0,0,0,0,0,0
397,61450,3275,39504,4486,2.87,7,Severe,5.32953620829943,7.300244100895037,64.28641171684296,1.2102786831616457,2.4390243902439024,20.09,0,0,0,0,1,0,0,0,0
347,81654,3277,41480,6070,2.54,8,Mild,4.01327552844931,7.433806059715383,50.79971587429887,1.527512396282967,3.149606299212598,20.32,0,0,0,0,0,1,0,0,0
742,68587,2854,89439,8528,2.88,6,Moderate,4.161138408153149,12.433843148118449,130.40226281948475,1.3138408721419264,2.0833333333333335,17.28,0,0,0,0,0,0,0,0,1
627,2554,3630,47415,2935,2.6,6,Moderate,142.12999216914645,114.9177760375881,1856.4996084573218,0.051046003361761065,2.3076923076923075,15.600000000000001,0,0,0,1,0,0,0,0,0
920,82694,4188,62097,9559,2.81,10,Mild,5.064454494884756,11.559484364040921,75.0925097346845,2.0172367949221464,3.5587188612099645,28.1,0,0,0,1,0,0,0,0,0
461,47875,1364,27092,1400,2.96,16,Mild,2.8490861618798955,2.9242819843342036,56.58903394255874,0.953408922314349,5.405405405405405,47.36,0,0,0,0,0,0,0,0,0
883,83792,18,25306,6491,2.82,9,Mild,0.0214817643689135,7.746562917700974,30.200973839984723,1.6670589337722481,3.191489361702128,25.38,0,0,1,0,0,0,0,0,0
301,75968,3854,19788,9969,2.27,9,Moderate,5.0731887110362255,13.122630581297386,26.04780960404381,1.5113988576571766,3.9647577092511015,20.43,0,0,1,0,0,0,0,0,0
311,96155,4173,6355,3739,2.67,15,Severe,4.339867921584941,3.888513337839946,6.6091206905517135,1.9218200678348218,5.617977528089888,40.05,1,0,0,0,0,0,0,0,0
885,85996,3521,6688,1726,0.95,2,Mild,4.094376482627099,2.0070700962835484,7.777105911902879,1.8390314953069369,2.1052631578947367,1.9,0,0,0,0,0,0,1,0,0
159,12209,1132,91682,9856,2.05,13,Critical,9.271848636251946,80.72733229584732,750.9378327463347,0.2606830626469932,6.341463414634147,26.65,0,0,1,0,0,0,0,0,0
826,48795,1540,26320,6868,0.93,13,Critical,3.15606107183113,14.075212624244287,53.939952864022956,0.961034147190765,13.978494623655914,12.09,1,0,0,0,0,0,0,0,0
615,66518,4733,47274,6862,1.49,11,Severe,7.115367269009893,10.316004690459724,71.06948495144172,1.3100946695939195,7.38255033557047,16.39,0,0,1,0,0,0,0,0,0
895,17023,2827,914,3436,2.64,4,Critical,16.60694354696587,20.184456323797214,5.369206367855255,0.3260896841452755,1.5151515151515151,10.56,0,0,0,0,0,0,0,0,0
613,13993,4384,39219,1561,1.5,2,Critical,31.329950689630532,11.155577788894448,280.27585221182017,0.27967373729096423,1.3333333333333333,3.0,0,1,0,0,0,0,0,0,0
350,59618,3697,78534,2891,0.57,12,Severe,6.2011473045053505,4.84920661545171,131.72867254855916,1.142032238111557,21.05263157894737,6.84,0,0,0,0,0,1,0,0,0
538,42361,62,4602,2222,0.93,17,Moderate,0.14636103963551378,5.245390807582446,10.863766200042493,0.904479909639551,18.279569892473116,15.81,0,0,0,0,0,0,0,1,0
863,5455,4603,17096,3095,1.6,18,Moderate,84.38130155820348,56.73693858845096,313.4005499541705,0.10743808326520386,11.25,28.8,0,0,0,1,0,0,0,0,0
584,58442,136,63818,7275,0.85,7,Moderate,0.23270935286266725,12.448239279969885,109.19886383080662,1.1195049827185686,8.23529411764706,5.95,0,0,0,0,0,0,1,0,0
793,48788,4886,33115,6423,0.86,11,Moderate,10.014757727309995,13.165122571124046,67.87529720423055,0.9715909034333675,12.790697674418604,9.459999999999999,0,0,0,1,0,0,0,0,0
992,99034,4455,42481,1182,1.02,15,Severe,4.498455076034493,1.1935294949209363,42.89536926712038,2.117850191941802,14.705882352941176,15.3,0,0,0,0,1,0,0,0,0
950,20547,2387,7421,6283,1.86,10,Mild,11.617267727648805,30.57867328563781,36.117194724290655,0.43939927594390005,5.376344086021505,18.6,0,0,0,0,0,1,0,0,0
974,47932,4589,56446,7737,0.81,2,Critical,9.573979804723358,16.14161729116248,117.76266377367939,0.9536169182448371,2.4691358024691357,1.62,0,1,0,0,0,0,0,0,0
737,81353,1955,20716,5976,0.7,9,Severe,2.4031074453308423,7.345764753604661,25.464334443720578,1.6022750481895747,12.857142857142858,6.3,0,0,1,0,0,0,0,0,0
774,97202,3340,81981,8006,2.08,2,Critical,3.436143289232732,8.236456039999176,84.34085718400856,1.942746131076703,0.9615384615384615,4.16,0,0,0,0,0,0,0,0,0
984,87365,4878,55784,544,2.11,15,Moderate,5.583471641961884,0.622674984261432,63.85165684198477,1.6735490369119426,7.109004739336493,31.65,0,1,0,0,0,0,0,0,0
679,12044,2546,21147,7475,2.77,13,Severe,21.1391564264364,62.06409830621056,175.58120225838593,0.2378329320412736,4.693140794223827,36.01,0,0,1,0,0,0,0,0,0
927,61710,4000,49102,3020,2.65,7,Severe,6.4819316156214555,4.893858369794199,79.56895154756117,1.1544172970659354,2.6415094339622645,18.55,0,0,1,0,0,0,0,0,0
554,440,644,59857,1350,1.85,16,Severe,146.36363636363637,306.8181818181818,13603.863636363636,0.008688682339601494,8.648648648648647,29.6,0,0,0,0,1,0,0,0,0
410,17254,2195,5504,6232,1.74,12,Mild,12.721687724585603,36.1191607743132,31.899849310304855,0.34327184985805764,6.8965517241379315,20.88,0,0,0,0,1,0,0,0,0
747,23882,3426,2226,8326,1.18,3,Mild,14.345532199983252,34.86307679423834,9.320827401390169,0.5825773228569268,2.5423728813559325,3.54,0,0,0,1,0,0,0,0,0
462,75869,4462,89474,3399,2.77,19,Moderate,5.881189945827677,4.480090682623997,117.9322252830537,1.4981855464164222,6.859205776173285,52.63,0,0,0,0,0,0,0,1,0
77,69715,2525,33004,5285,1.48,6,Moderate,3.6218891199885253,7.5808649501542,47.341318224198524,1.304167912250068,4.054054054054054,8.879999999999999,0,0,0,0,0,0,0,0,1
637,69438,18,5927,1577,0.69,10,Moderate,0.025922405599239612,2.2710907572222703,8.535672110371841,1.484937310701929,14.492753623188406,6.8999999999999995,0,0,0,0,0,0,1,0,0
748,28554,43,33704,1114,0.51,11,Mild,0.15059186103523148,3.901379841703439,118.03600196119632,0.5341635310390653,21.56862745098039,5.61,0,0,0,1,0,0,0,0,0
270,28903,3494,5042,6879,2.41,10,Moderate,12.088710514479466,23.800297546967442,17.444555928450335,0.5707476946852318,4.149377593360995,24.1,0,1,0,0,0,0,0,0,0
273,43455,1006,32601,6229,0.55,19,Severe,2.315038545621908,14.334368887354735,75.02243700379702,0.858106116062234,34.54545454545454,10.450000000000001,0,0,0,0,0,1,0,0,0
18,89187,158,89512,8582,0.8,10,Mild,0.1771558635227107,9.622478612353818,100.36440288382835,1.7565683468696125,12.5,8.0,0,0,0,0,1,0,0,0,0
801,44857,4034,86533,4331,2.03,11,Critical,8.993022270771563,9.655126290211115,192.90857614196224,0.8391459519443635,5.418719211822661,22.33,0,0,0,0,0,1,0,0,0
58,49516,356,31429,2570,2.46,17,Mild,0.7189595282332983,5.190241538088699,63.472412957427906,0.9485200493530789,6.910569105691057,41.82,0,0,0,0,1,0,0,0,0
362,68947,2949,3833,6125,0.96,6,Critical,4.277198427777859,8.883635256066254,5.559342683510522,1.373048249959424,6.25,5.76,0,0,0,0,1,0,0,0,0
816,32502,3940,22241,4603,2.29,7,Mild,12.122330933481017,14.162205402744446,68.4296350993785,0.6226027676725456,3.056768558951965,16.03,0,0,1,0,0,0,0,0,0
222,97236,3240,28104,8621,1.67,4,Critical,3.3320992225101813,8.866057838660577,28.902875478217943,1.9150961437901675,2.3952095808383236,6.68,0,0,0,0,0,0,0,0,1
783,93914,649,14259,3235,1.15,11,Critical,0.6910577762633899,3.444640841621058,15.183039802372383,1.7990005637560598,9.56521739130435,12.649999999999999,0,0,0,0,0,0,0,1,0
442,36368,2928,11845,744,1.4,7,Critical,8.051033875934888,2.045754509458865,32.56984161900572,0.724252233665342,5.0,9.799999999999999,0,0,0,0,0,0,0,0,0
902,80198,3226,88364,2359,2.91,16,Critical,4.022544203097334,2.941469862091324,110.18229881044415,1.5362592074888566,5.498281786941581,46.56,0,0,0,0,0,0,1,0,0
348,21486,374,2037,9300,0.53,2,Critical,1.740668342176301,43.28399888299358,9.480592013404078,0.5241293174317029,3.773584905660377,1.06,1,0,0,0,0,0,0,0,0
898,54436,1037,21005,7021,2.29,8,Mild,1.9049893452862077,12.897714747593506,38.58659710485708,1.3279113619897691,3.493449781659389,18.32,0,0,0,0,1,0,0,0,0
825,2324,607,83379,1002,1.36,8,Mild,26.118760757314973,43.11531841652324,3587.736660929432,0.04644906492276144,5.88235294117647,10.88,0,0,0,0,0,0,0,1,0
416,33254,1742,39663,6925,2.22,8,Mild,5.238467552775606,20.82456245865159,119.2728694292416,0.654948858093692,3.603603603603603,17.76,0,0,0,0,0,0,0,1,0
780,56171,2433,3059,3801,1.03,14,Mild,4.331416567267808,6.766836979936267,5.4458706449947485,1.0507984766405876,13.592233009708737,14.42,0,0,0,0,0,1,0,0,0
